1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,809,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,601,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,238,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,664,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,3049,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,121,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,85,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,4327,2.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,329,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,13,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,63,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,1597,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,607,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,1637,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,272,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,585,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,120,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,568,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,752,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,36658,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,122,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,629,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,788,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,180,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,1900,1.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,274,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,597,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,9741,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,280,2.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,12,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,680,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,854,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,1572,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,558,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,9331,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,5503,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,36657,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,557,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,22,2.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,954,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,424,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,161,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,146,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,24,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,8358,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,462,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,857,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,2164,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,745,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,9806,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,8587,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,603,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,2024,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,2501,4.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,604,5.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,453,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,114,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,955,3.5
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,9802,3.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,2502,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,105,4.0
1,68fe18ec-46f7-4efd-bdd0-fa3c2b9434f2,602,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,745,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,278,5.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,602,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,98,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,8587,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,13,5.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,603,5.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,155,5.0
3,SirwebberKey,629,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,597,3.0
3,SirwebberKey,680,3.0
3,SirwebberKey,2024,3.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,568,3.5
3,SirwebberKey,3049,2.0
3,SirwebberKey,11,4.0
3,SirwebberKey,5503,3.0
3,SirwebberKey,1891,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,2164,2.0
3,SirwebberKey,664,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,120,4.0
3,SirwebberKey,1597,3.5
3,SirwebberKey,13,4.0
3,SirwebberKey,1637,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,1894,4.0
3,SirwebberKey,1894,3.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,807,4.5
3,SirwebberKey,10020,2.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,808,5.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,862,5.0
3,SirwebberKey,788,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,180,3.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,272,4.0
3,SirwebberKey,604,3.5
3,SirwebberKey,24,3.0
3,SirwebberKey,2164,3.5
3,SirwebberKey,603,4.5
3,SirwebberKey,641,2.0
3,SirwebberKey,1422,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,453,4.0
3,SirwebberKey,161,3.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,809,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,197,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,955,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,424,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,161,3.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,77,5.0
3,SirwebberKey,187,2.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,954,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,550,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,122,4.5
3,SirwebberKey,155,4.5
3,SirwebberKey,141,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,604,3.5
3,SirwebberKey,752,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,857,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,8358,4.0
3,SirwebberKey,180,4.0
3,SirwebberKey,568,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,329,4.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,22,4.0
3,SirwebberKey,9741,2.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,12,4.5
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,36955,2.5
3,SirwebberKey,8467,3.0
2,da3baa7b-e399-4d83-bc48-2350b5b1224c,752,4.5
3,SirwebberKey,14,3.5
